Title,Authors,Source Title,Publication Date,Publication Year,DOI,Total Citations,Search
A 220nA Bandgap Reference With 80dB PSRR Targeting Energy Harvesting,"Far, Ali",2016 IEEE CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING (CCECE),2016,2016.0,,0,OTE+IoT
DEVELOPMENT OF MAINTENANCE-SUPPORTING IOT SYSTEM OF PLANT EQUIPMENT,"Lim, Byung-Ju; Park, Chang-Dae; Chung, Kyung-Yul","PROCEEDINGS OF THE INTERNATIONAL CONFERENCES ON INTERFACES AND HUMAN COMPUTER INTERACTION 2015, GAME AND ENTERTAINMENT TECHNOLOGIES 2015 AND COMPUTER GRAPHICS, VISUALIZATION, COMPUTER VISION AND IMAGE PROCESSING 2015",2015,2015.0,,0,OTE+IoT
Energy harvesting for Autonomous Wireless Sensors and RFID's,"Georgiadis, Apostolos",2014 XXXITH URSI GENERAL ASSEMBLY AND SCIENTIFIC SYMPOSIUM (URSI GASS),2014,2014.0,,0,OTE+IoT
Engineered doping of organic semiconductors for enhanced thermoelectric efficiency,"Kim, G-H.; Shao, L.; Zhang, K.; Pipe, K. P.",NATURE MATERIALS,AUG 2013,2013.0,10.1038/NMAT3635,929,OTE
A review of thermodynamic cycles and working fluids for the conversion of low-grade heat,"Chen, Huijuan; Goswami, D. Yogi; Stefanakos, Elias K.",RENEWABLE & SUSTAINABLE ENERGY REVIEWS,DEC 2010,2010.0,10.1016/j.rser.2010.07.006,856,OTE
Thermoelectricity in molecular junctions,"Reddy, Pramod; Jang, Sung-Yeon; Segalman, Rachel A.; Majumdar, Arun",SCIENCE,MAR 16 2007,2007.0,10.1126/science.1137149,669,OTE
Approaching disorder-free transport in high-mobility conjugated polymers,"Venkateshvaran, Deepak; Nikolka, Mark; Sadhanala, Aditya; Lemaur, Vincent; Zelazny, Mateusz; Kepa, Michal; Hurhangee, Michael; Kronemeijer, Auke Jisk; Pecunia, Vincenzo; Nasrallah, Iyad; Romanov, Igor; Broch, Katharina; McCulloch, Iain; Emin, David; Olivier, Yoann; Cornil, Jerome; Beljonne, David; Sirringhaus, Henning",NATURE,NOV 20 2014,2014.0,10.1038/nature13854,524,OTE
Single-molecule junctions beyond electronic transport,"Aradhya, Sriharsha V.; Venkataraman, Latha",NATURE NANOTECHNOLOGY,JUN 2013,2013.0,10.1038/nnano.2013.91,521,OTE
Organic Thermoelectric Materials: Emerging Green Energy Materials Converting Heat to Electricity Directly and Efficiently,"Zhang, Qian; Sun, Yimeng; Xu, Wei; Zhu, Daoben",ADVANCED MATERIALS,OCT 29 2014,2014.0,10.1002/adma.201305371,490,OTE
Monitoring of Vital Signs with Flexible and Wearable Medical Devices,"Khan, Yasser; Ostfeld, Aminy E.; Lochner, Claire M.; Pierre, Adrien; Arias, Ana C.",ADVANCED MATERIALS,JUN 8 2016,2016.0,10.1002/adma.201504366,489,OTE
Semi-metallic polymers,"Bubnova, Olga; Khan, Zia Ullah; Wang, Hui; Braun, Slawomir; Evans, Drew R.; Fabretto, Manrico; Hojati-Talemi, Pejman; Dagnelund, Daniel; Arlin, Jean-Baptiste; Geerts, Yves H.; Desbief, Simon; Breiby, Dag W.; Andreasen, Jens W.; Lazzaroni, Roberto; Chen, Weimin M.; Zozoulenko, Igor; Fahlman, Mats; Murphy, Peter J.; Berggren, Magnus; Crispin, Xavier",NATURE MATERIALS,FEB 2014,2014.0,10.1038/nmat3824,479,OTE
Towards polymer-based organic thermoelectric generators,"Bubnova, Olga; Crispin, Xavier",ENERGY & ENVIRONMENTAL SCIENCE,NOV 2012,2012.0,10.1039/c2ee22777k,475,OTE
Enhanced Thermoelectric Performance of Single-Walled Carbon Nanotubes/Polyaniline Hybrid Nanocomposites,"Yao, Qin; Chen, Lidong; Zhang, Wenqing; Liufu, Shengcong; Chen, Xihong",ACS NANO,APR 2010,2010.0,10.1021/nn1002562,463,OTE
Tunable Frohlich polarons in organic single-crystal transistors,"Hulea, I. N.; Fratini, S.; Xie, H.; Mulder, C. L.; Iossad, N. N.; Rastelli, G.; Ciuchi, S.; Morpurgo, A. F.",NATURE MATERIALS,DEC 2006,2006.0,10.1038/nmat1774,435,OTE
Organic thermoelectric materials for energy harvesting and temperature control,"Russ, Boris; Glaudell, Anne; Urban, Jeffrey J.; Chabinyc, Michael L.; Segalman, Rachel A.",NATURE REVIEWS MATERIALS,OCT 2016,2016.0,10.1038/natrevmats.2016.50,411,OTE
Effects of chemical bonding on heat transport across interfaces,"Losego, Mark D.; Grady, Martha E.; Sottos, Nancy R.; Cahill, David G.; Braun, Paul V.",NATURE MATERIALS,JUN 2012,2012.0,10.1038/NMAT3303,390,OTE
Mars Science Laboratory Mission and Science Investigation,"Grotzinger, John P.; Crisp, Joy; Vasavada, Ashwin R.; Anderson, Robert C.; Baker, Charles J.; Barry, Robert; Blake, David F.; Conrad, Pamela; Edgett, Kenneth S.; Ferdowski, Bobak; Gellert, Ralf; Gilbert, John B.; Golombek, Matt; Gomez-Elvira, Javier; Hassler, Donald M.; Jandura, Louise; Litvak, Maxim; Mahaffy, Paul; Maki, Justin; Meyer, Michael; Malin, Michael C.; Mitrofanov, Igor; Simmonds, John J.; Vaniman, David; Welch, Richard V.; Wiens, Roger C.",SPACE SCIENCE REVIEWS,SEP 2012,2012.0,10.1007/s11214-012-9892-2,381,OTE
Effective Approaches to Improve the Electrical Conductivity of PEDOT:PSS: A Review,"Shi, Hui; Liu, Congcong; Jiang, Qinglin; Xu, Jingkun",ADVANCED ELECTRONIC MATERIALS,APR 2015,2015.0,10.1002/aelm.201500017,369,OTE
A new class of doped nanobulk high-figure-of-merit thermoelectrics by scalable bottom-up assembly,"Mehta, Rutvik J.; Zhang, Yanliang; Karthik, Chinnathambi; Singh, Binay; Siegel, Richard W.; Borca-Tasciuc, Theodorian; Ramanath, Ganpati",NATURE MATERIALS,MAR 2012,2012.0,10.1038/NMAT3213,359,OTE
Flexible n-type thermoelectric materials by organic intercalation of layered transition metal dichalcogenide TiS2,"Wan, Chunlei; Gu, Xiaokun; Dang, Feng; Itoh, Tomohiro; Wang, Yifeng; Sasaki, Hitoshi; Kondo, Mami; Koga, Kenji; Yabuki, Kazuhisa; Snyder, G. Jeffrey; Yang, Ronggui; Koumoto, Kunihito",NATURE MATERIALS,JUN 2015,2015.0,10.1038/NMAT4251,357,OTE
Lung cancer risk after exposure to polycyclic aromatic hydrocarbons: A review and meta-analysis,"Armstrong, B; Hutchinson, E; Unwin, J; Fletcher, T",ENVIRONMENTAL HEALTH PERSPECTIVES,JUN 2004,2004.0,10.1289/ehp.6895,353,OTE
Research progress on polymer-inorganic thermoelectric nanocomposite materials,"Du, Yong; Shen, Shirley Z.; Cai, Kefeng; Casey, Philip S.",PROGRESS IN POLYMER SCIENCE,JUN 2012,2012.0,10.1016/j.progpolymsci.2011.11.003,350,OTE
Water-Processable Polymer-Nanocrystal Hybrids for Thermoelectrics,"See, Kevin C.; Feser, Joseph P.; Chen, Cynthia E.; Majumdar, Arun; Urban, Jeffrey J.; Segalman, Rachel A.",NANO LETTERS,NOV 2010,2010.0,10.1021/nl102880k,342,OTE
Electronic transport properties of conducting polymers and carbon nanotubes,"Kaiser, AB",REPORTS ON PROGRESS IN PHYSICS,JAN 2001,2001.0,10.1088/0034-4885/64/1/201,328,OTE
"Organic Thermoelectric Materials and Devices Based on p- and n-Type Poly(metal 1,1,2,2-ethenetetrathiolate)s","Sun, Yimeng; Sheng, Peng; Di, Chongan; Jiao, Fei; Xu, Wei; Qiu, Dong; Zhu, Daoben",ADVANCED MATERIALS,FEB 14 2012,2012.0,10.1002/adma.201104305,308,OTE
Mesoporous materials for clean energy technologies,"Linares, Noemi; Silvestre-Albero, Ana M.; Serrano, Elena; Silvestre-Albero, Joaquin; Garcia-Martinez, Javier",CHEMICAL SOCIETY REVIEWS,NOV 21 2014,2014.0,10.1039/c3cs60435g,290,OTE
Thermoelectric effect in molecular electronics,"Paulsson, M; Datta, S",PHYSICAL REVIEW B,JUN 27 2003,2003.0,10.1103/PhysRevB.67.241403,290,OTE
Light-Weight Flexible Carbon Nanotube Based Organic Composites with Large Thermoelectric Power Factors,"Yu, Choongho; Choi, Kyungwho; Yin, Liang; Grunlan, Jaime C.",ACS NANO,OCT 2011,2011.0,10.1021/nn202868a,289,OTE
Hydrothermal synthetic strategies of inorganic semiconducting nanostructures,"Shi, Weidong; Song, Shuyan; Zhang, Hongjie",CHEMICAL SOCIETY REVIEWS,2013,2013.0,10.1039/c3cs60012b,285,OTE
Thermopower enhancement in conducting polymer nanocomposites via carrier energy scattering at the organic-inorganic semiconductor interface,"He, Ming; Ge, Jing; Lin, Zhiqun; Feng, Xuhui; Wang, Xinwei; Lu, Hongbin; Yang, Yuliang; Qiu, Feng",ENERGY & ENVIRONMENTAL SCIENCE,AUG 2012,2012.0,10.1039/c2ee21803h,266,OTE
Review on application of PEDOTs and PEDOT: PSS in energy conversion and storage devices,"Sun, Kuan; Zhang, Shupeng; Li, Pengcheng; Xia, Yijie; Zhang, Xiang; Du, Donghe; Isikgor, Furkan Halis; Ouyang, Jianyong",JOURNAL OF MATERIALS SCIENCE-MATERIALS IN ELECTRONICS,JUL 2015,2015.0,10.1007/s10854-015-2895-5,264,OTE
Combinatorial and High-Throughput Screening of Materials Libraries: Review of State of the Art,"Potyrailo, Radislav; Rajan, Krishna; Stoewe, Klaus; Takeuchi, Ichiro; Chisholm, Bret; Lam, Hubert",ACS COMBINATORIAL SCIENCE,NOV-DEC 2011,2011.0,10.1021/co200007w,263,OTE
Recent advances in thermoelectric materials,"Gayner, Chhatrasal; Kar, Kamal K.",PROGRESS IN MATERIALS SCIENCE,OCT 2016,2016.0,10.1016/j.pmatsci.2016.07.002,262,OTE
Conductive polymer-based sensors for biomedical applications,"Nambiar, Shruti; Yeow, John T. W.",BIOSENSORS & BIOELECTRONICS,JAN 15 2011,2011.0,10.1016/j.bios.2010.09.046,260,OTE
"Direct synthesis of highly conductive poly(3,4-ethylenedioxythiophene):poly(4-styrenesulfonate) (PEDOT:PSS)/graphene composites and their applications in energy harvesting systems","Yoo, Dohyuk; Kim, Jeonghun; Kim, Jung Hyun",NANO RESEARCH,MAY 2014,2014.0,10.1007/s12274-014-0433-z,235,OTE
"A review of data center cooling technology, operating conditions and the corresponding low-grade waste heat recovery opportunities","Ebrahimi, Khosrow; Jones, Gerard F.; Fleischer, Amy S.",RENEWABLE & SUSTAINABLE ENERGY REVIEWS,MAR 2014,2014.0,10.1016/j.rser.2013.12.007,234,OTE
Solution processed organic thermoelectrics: towards flexible thermoelectric modules,"Chen, Yani; Zhao, Yan; Liang, Ziqi",ENERGY & ENVIRONMENTAL SCIENCE,2015,2015.0,10.1039/C4EE03297G,233,OTE
Enhancing thermoelectric properties of organic composites through hierarchical nanostructures,"Zhang, Kun; Zhang, Yue; Wang, Shiren",SCIENTIFIC REPORTS,DEC 13 2013,2013.0,10.1038/srep03448,230,OTE
"Electronic structure and transport in type-I and type-VIII clathrates containing strontium, barium, and europium","Madsen, GKH; Schwarz, K; Blaha, P; Singh, DJ",PHYSICAL REVIEW B,SEP 15 2003,2003.0,10.1103/PhysRevB.68.125212,228,OTE
Technologies to recover exhaust heat from internal combustion engines,"Saidur, R.; Rezaei, M.; Muzammil, W. K.; Hassan, M. H.; Paria, S.; Hasanuzzaman, M.",RENEWABLE & SUSTAINABLE ENERGY REVIEWS,OCT 2012,2012.0,10.1016/j.rser.2012.05.018,223,OTE
"Thermoelectric plastics: from design to synthesis, processing and structure-property relationships","Kroon, Renee; Mengistie, Desalegn Alemu; Kiefer, David; Hynynen, Jonna; Ryan, Jason D.; Yu, Liyang; Muller, Christian",CHEMICAL SOCIETY REVIEWS,2016,2016.0,10.1039/c6cs00149a,222,OTE
Probing the chemistry of molecular heterojunctions using thermoelectricity,"Baheti, Kanhayalal; Malen, Jonathan A.; Doak, Peter; Reddy, Pramod; Jang, Sung-Yeon; Tilley, T. Don; Majumdar, Arun; Segalman, Rachel A.",NANO LETTERS,FEB 2008,2008.0,10.1021/nl072738l,222,OTE
On the thermoelectricity of correlated electrons in the zero-temperature limit,"Behnia, K; Jaccard, D; Flouquet, J",JOURNAL OF PHYSICS-CONDENSED MATTER,JUL 21 2004,2004.0,10.1088/0953-8984/16/28/037,216,OTE
Systematic Conversion of Single Walled Carbon Nanotubes into n-type Thermoelectric Materials by Molecular Dopants,"Nonoguchi, Yoshiyuki; Ohashi, Kenji; Kanazawa, Rui; Ashiba, Koji; Hata, Kenji; Nakagawa, Tetsuya; Adachi, Chihaya; Tanase, Tomoaki; Kawai, Tsuyoshi",SCIENTIFIC REPORTS,NOV 26 2013,2013.0,10.1038/srep03344,213,OTE
Bismuth telluride hexagonal nanoplatelets and their two-step epitaxial growth,"Lu, WG; Ding, Y; Chen, YX; Wang, ZL; Fang, JY",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,JUL 20 2005,2005.0,10.1021/ja052286j,207,OTE
Thermal non-equilibrium transport in colloids,"Wuerger, Alois",REPORTS ON PROGRESS IN PHYSICS,DEC 2010,2010.0,10.1088/0034-4885/73/12/126601,205,OTE
Flexible and self-powered temperature-pressure dual-parameter sensors using microstructure-frame-supported organic thermoelectric materials,"Zhang, Fengjiao; Zang, Yaping; Huang, Dazhen; Di, Chong-an; Zhu, Daoben",NATURE COMMUNICATIONS,SEP 2015,2015.0,10.1038/ncomms9356,199,OTE
Impact of the Doping Method on Conductivity and Thermopower in Semiconducting Polythiophenes,"Glaudell, Anne M.; Cochran, Justin E.; Patel, Shrayesh N.; Chabinyc, Michael L.",ADVANCED ENERGY MATERIALS,FEB 18 2015,2015.0,10.1002/aenm.201401072,198,OTE
Perovskites for Solar Thermoelectric Applications: A First Principle Study of CH3NH3Al3 (A = Pb and Sn),"He, Yuping; Galli, Giulia",CHEMISTRY OF MATERIALS,SEP 23 2014,2014.0,10.1021/cm5026766,198,OTE
Solubility-Limited Extrinsic n-Type Doping of a High Electron Mobility Polymer for Thermoelectric Applications,"Schlitz, Ruth A.; Brunetti, Fulvio G.; Glaudell, Anne M.; Miller, P. Levi; Brady, Michael A.; Takacs, Christopher J.; Hawker, Craig J.; Chabinyc, Michael L.",ADVANCED MATERIALS,MAY 2014,2014.0,10.1002/adma.201304866,198,OTE
"Poly(3,4-ethylenedioxythiophene) as promising organic thermoelectric materials: A mini-review","Yue, Ruirui; Xu, Jingkun",SYNTHETIC METALS,JUL 2012,2012.0,10.1016/j.synthmet.2012.04.005,198,OTE
Toward High Performance n-Type Thermoelectric Materials by Rational Modification of BDPPV Backbones,"Shi, Ke; Zhang, Fengjiao; Di, Chong-An; Yan, Tian-Wei; Zou, Ye; Zhou, Xu; Zhu, Daoben; Wang, Jie-Yu; Pei, Jian",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,JUN 10 2015,2015.0,10.1021/jacs.5b00945,196,OTE
Giant thermopower and figure of merit in single-molecule devices,"Finch, C. M.; Garcia-Suarez, V. M.; Lambert, C. J.",PHYSICAL REVIEW B,JAN 2009,2009.0,10.1103/PhysRevB.79.033405,195,OTE
Carbon-Nanotube-Based Thermoelectric Materials and Devices,"Blackburn, Jeffrey L.; Ferguson, Andrew J.; Cho, Chungyeon; Grunlan, Jaime C.",ADVANCED MATERIALS,MAR 15 2018,2018.0,10.1002/adma.201704386,193,OTE
"Convenient construction of poly(3,4-ethylenedioxythiophene)-graphene pie-like structure with enhanced thermoelectric performance","Xu, Kongli; Chen, Guangming; Qiu, Dong",JOURNAL OF MATERIALS CHEMISTRY A,2013,2013.0,10.1039/c3ta12691a,192,OTE
Intrinsic hole mobility and trapping in a regioregular poly(thiophene),"Salleo, A; Chen, TW; Volkel, AR; Wu, Y; Liu, P; Ong, BS; Street, RA",PHYSICAL REVIEW B,SEP 2004,2004.0,10.1103/PhysRevB.70.115311,191,OTE
Charge-transport model for conducting polymers,"Kang, Stephen Dongmin; Snyder, G. Jeffrey",NATURE MATERIALS,FEB 2017,2017.0,10.1038/NMAT4784,188,OTE
Tuning the Thermoelectric Properties of Conducting Polymers in an Electrochemical Transistor,"Bubnova, Olga; Berggren, Magnus; Crispin, Xavier",JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,OCT 10 2012,2012.0,10.1021/ja305188r,188,OTE
"Thermoelectric performance of poly(3,4-ethylenedioxythiophene): Poly(styrenesulfonate)",Jiang Feng-Xing; Xu Jing-Kun; Lu Bao-Yang; Xie Yu; Huang Rong-Jin; Li Lai-Feng,CHINESE PHYSICS LETTERS,JUN 2008,2008.0,,188,OTE
Rational Design of Advanced Thermoelectric Materials,"Yang, Jihui; Yip, Hin-Lap; Jen, Alex K. -Y.",ADVANCED ENERGY MATERIALS,MAY 2013,2013.0,10.1002/aenm.201200514,187,OTE
Enhancement of the thermoelectric properties of PEDOT:PSS thin films by post-treatment,"Luo, Jinji; Billep, Detlef; Waechtler, Thomas; Otto, Thomas; Toader, Marius; Gordan, Ovidiu; Sheremet, Evgeniya; Martin, Joerg; Hietschold, Michael; Zahnd, Dietrich R. T.; Gessner, Thomas",JOURNAL OF MATERIALS CHEMISTRY A,2013,2013.0,10.1039/c3ta11209h,187,OTE
Transport properties of strongly correlated metals: A dynamical mean-field approach,"Merino, J; McKenzie, RH",PHYSICAL REVIEW B,MAR 15 2000,2000.0,10.1103/PhysRevB.61.7996,181,OTE
Theoretical study of the lattice thermal conductivity in Ge framework semiconductors,"Dong, JJ; Sankey, OF; Myles, CW",PHYSICAL REVIEW LETTERS,MAR 12 2001,2001.0,10.1103/PhysRevLett.86.2361,178,OTE
Enhancement of Thermoelectric Properties of PEDOT:PSS and Tellurium-PEDOT:PSS Hybrid Composites by Simple Chemical Treatment,"Bae, Eun Jin; Kang, Young Hun; Jang, Kwang-Suk; Cho, Song Yun",SCIENTIFIC REPORTS,JAN 5 2016,2016.0,10.1038/srep18805,173,OTE
Polymer Composites for Thermoelectric Applications,"McGrail, Brendan T.; Sehirlioglu, Alp; Pentzer, Emily",ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,FEB 2 2015,2015.0,10.1002/anie.201408431,173,OTE
n-Type Nanostructured Thermoelectric Materials Prepared from Chemically Synthesized Ultrathin Bi2Te3 Nanoplates,"Son, Jae Sung; Choi, Moon Kee; Han, Mi-Kyung; Park, Kunsu; Kim, Jae-Yeol; Lim, Seong Joon; Oh, Myunghwan; Kuk, Young; Park, Chan; Kim, Sung-Jin; Hyeon, Taeghwan",NANO LETTERS,FEB 2012,2012.0,10.1021/nl203389x,173,OTE
Abnormally enhanced thermoelectric transport properties of SWNT/PANI hybrid films by the strengthened PANI molecular ordering,"Yao, Qin; Wang, Qun; Wang, Liming; Chen, Lidong",ENERGY & ENVIRONMENTAL SCIENCE,NOV 2014,2014.0,10.1039/c4ee01905a,164,OTE
Synthesis and thermoelectric properties of hydrochloric acid-doped polyaniline,"Li, Junjie; Tang, Xinfeng; Li, Han; Yan, Yonggao; Zhang, Qingjie",SYNTHETIC METALS,JUN 2010,2010.0,10.1016/j.synthmet.2010.03.001,164,OTE
An overview of the engineered graphene nanostructures and nanocomposites,"Zhu, Jiahua; Chen, Minjiao; He, Qingliang; Shao, Lu; Wei, Suying; Guo, Zhanhu",RSC ADVANCES,2013,2013.0,10.1039/c3ra44621b,163,OTE
Effect of Interfacial Properties on Polymer-Nanocrystal Thermoelectric Transport,"Coates, Nelson E.; Yee, Shannon K.; McCulloch, Bryan; See, Kevin C.; Majumdar, Arun; Segalman, Rachel A.; Urban, Jeffrey J.",ADVANCED MATERIALS,MAR 20 2013,2013.0,10.1002/adma.201203915,158,OTE
Enhanced thermoelectric properties of PEDOT: PSS nanofilms by a chemical dedoping process,"Park, Hongkwan; Lee, Seung Hwan; Kim, Felix Sunjoo; Choi, Hyang Hee; Cheong, In Woo; Kim, Jung Hyun",JOURNAL OF MATERIALS CHEMISTRY A,2014,2014.0,10.1039/c3ta14960a,157,OTE
Controlled n-type doping of a molecular organic semiconductor: Naphthalenetetracarboxylic dianhydride (NTCDA) doped with bis(ethylenedithio)-tetrathiafulvalene (BEDT-TTF),"Nollau, A; Pfeiffer, M; Fritz, T; Leo, K",JOURNAL OF APPLIED PHYSICS,MAY 1 2000,2000.0,10.1063/1.373413,156,OTE
Charge carrier mobility in hybrid halide perovskites,"Motta, Carlo; El-Mellouhi, Fedwa; Sanvito, Stefano",SCIENTIFIC REPORTS,AUG 3 2015,2015.0,10.1038/srep12746,153,OTE
Recent Progress on PEDOT-Based Thermoelectric Materials,"Wei, Qingshuo; Mukaida, Masakazu; Kirihara, Kazuhiro; Naitoh, Yasuhisa; Ishida, Takao",MATERIALS,FEB 2015,2015.0,10.3390/ma8020732,152,OTE
Field-effect-modulated Seebeck coefficient in organic semiconductors,"Pernstich, K. P.; Roessner, B.; Batlogg, B.",NATURE MATERIALS,MAR 2008,2008.0,10.1038/nmat2120,151,OTE
Conducting polymer/carbon particle thermoelectric composites: Emerging green energy materials,"Gao, Caiyan; Chen, Guangming",COMPOSITES SCIENCE AND TECHNOLOGY,MAR 1 2016,2016.0,10.1016/j.compscitech.2016.01.014,148,OTE
Electrostatic control of thermoelectricity in molecular junctions,"Kim, Youngsang; Jeong, Wonho; Kim, Kyeongtae; Lee, Woochul; Reddy, Pramod",NATURE NANOTECHNOLOGY,NOV 2014,2014.0,10.1038/NNANO.2014.209,147,OTE
Improvement of the Seebeck coefficient of PEDOT:PSS by chemical reduction combined with a novel method for its transfer using free-standing thin films,"Massonnet, Nicolas; Carella, Alexandre; Jaudouin, Olivier; Rannou, Patrice; Laval, Gautier; Celle, Caroline; Simonato, Jean-Pierre",JOURNAL OF MATERIALS CHEMISTRY C,FEB 21 2014,2014.0,10.1039/c3tc31674b,147,OTE
Hydrothermal synthesis and thermoelectric transport properties of impurity-free antimony telluride hexagonal nanoplates,"Shi, Weidong; Zhou, Liang; Song, Shuyan; Yang, Jianhui; Zhang, Hongjie",ADVANCED MATERIALS,MAY 19 2008,2008.0,10.1002/adma.200702003,145,OTE
Thermoelectric properties of conducting polymers: The case of poly(3-hexylthiophene),"Xuan, Y.; Liu, X.; Desbief, S.; Leclere, P.; Fahlman, M.; Lazzaroni, R.; Berggren, M.; Cornil, J.; Emin, D.; Crispin, X.",PHYSICAL REVIEW B,SEP 30 2010,2010.0,10.1103/PhysRevB.82.115454,142,OTE
Thermoelectric figure-of-merit of iodine-doped copolymer of phenylenevinylene with dialkoxyphenylenevinylene,"Hiroshige, Yuji; Ookawa, Makoto; Toshima, Naoki",SYNTHETIC METALS,JUN 2007,2007.0,10.1016/j.synthmet.2007.05.003,142,OTE
Surface chemistry mediates thermal transport in three-dimensional nanocrystal arrays,"Ong, Wee-Liat; Rupich, Sara M.; Talapin, Dmitri V.; McGaughey, Alan J. H.; Malen, Jonathan A.",NATURE MATERIALS,MAY 2013,2013.0,10.1038/NMAT3596,141,OTE
Air-stable fabric thermoelectric modules made of N- and P-type carbon nanotubes,"Yu, Choongho; Murali, Advaith; Choi, Kyungwho; Ryu, Yeontack",ENERGY & ENVIRONMENTAL SCIENCE,NOV 2012,2012.0,10.1039/c2ee22838f,138,OTE
Significantly Enhanced Thermoelectric Properties of PEDOT:PSS Films through Sequential Post-Treatments with Common Acids and Bases,"Fan, Zeng; Li, Pengcheng; Du, Donghe; Ouyang, Jianyong",ADVANCED ENERGY MATERIALS,APR 19 2017,2017.0,10.1002/aenm.201602116,137,OTE
Tailored semiconducting carbon nanotube networks with enhanced thermoelectric properties,"Avery, Azure D.; Zhou, Ben H.; Lee, Jounghee; Lee, Eui-Sup; Miller, Elisa M.; Ihly, Rachelle; Wesenberg, Devin; Mistry, Kevin S.; Guillot, Sarah L.; Zink, Barry L.; Kim, Yong-Hyun; Blackburn, Jeffrey L.; Ferguson, Andrew J.",NATURE ENERGY,APR 4 2016,2016.0,10.1038/NENERGY.2016.33,137,OTE
Transparent and flexible organic semiconductor nanofilms with enhanced thermoelectric efficiency,"Lee, Seung Hwan; Park, Hongkwan; Kim, Soyeon; Son, Woohyun; Cheong, In Woo; Kim, Jung Hyun",JOURNAL OF MATERIALS CHEMISTRY A,2014,2014.0,10.1039/c4ta00700j,136,OTE
Thermoelectric materials and applications for energy harvesting power generation,"Petsagkourakis, Ioannis; Tybrandt, Klas; Crispin, Xavier; Ohkubo, Isao; Satoh, Norifusa; Mori, Takao",SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,OCT 2 2018,2018.0,10.1080/14686996.2018.1530938,135,OTE
High efficiency Bi2Te3-based materials and devices for thermoelectric power generation between 100 and 300 degrees C,"Hao, Feng; Qiu, Pengfei; Tang, Yunshan; Bai, Shengqiang; Xing, Tong; Chu, Hsu-Shen; Zhang, Qihao; Lu, Ping; Zhang, Tiansong; Ren, Dudi; Chen, Jikun; Shi, Xun; Chen, Lidong",ENERGY & ENVIRONMENTAL SCIENCE,2016,2016.0,10.1039/c6ee02017h,135,OTE
Completely Organic Multilayer Thin Film with Thermoelectric Power Factor Rivaling Inorganic Tellurides,"Cho, Chungyeon; Stevens, Bart; Hsu, Jui-Hung; Bureau, Ricky; Hagen, David A.; Regev, Oren; Yu, Choongho; Grunlan, Jaime C.",ADVANCED MATERIALS,MAY 20 2015,2015.0,10.1002/adma.201405738,135,OTE
"Fundamentals of energy transport, energy conversion, and thermal properties in organic-inorganic heterojunctions","Malen, Jonathan A.; Yee, Shannon K.; Majumdar, Arun; Segalman, Rachel A.",CHEMICAL PHYSICS LETTERS,MAY 17 2010,2010.0,10.1016/j.cplett.2010.03.028,135,OTE
Thermoelectric power factor optimization in PEDOT:PSS tellurium nanowire hybrid composites,"Yee, Shannon K.; Coates, Nelson E.; Majumdar, Arun; Urban, Jeffrey J.; Segalman, Rachel A.",PHYSICAL CHEMISTRY CHEMICAL PHYSICS,2013,2013.0,10.1039/c3cp44558e,133,OTE
Review on Polymers for Thermoelectric Applications,"Culebras, Mario; Gomez, Clara M.; Cantarero, Andres",MATERIALS,SEP 2014,2014.0,10.3390/ma7096701,132,OTE
Enhanced thermoelectric performance of PEDOT with different counter-ions optimized by chemical reduction,"Culebras, M.; Gomez, C. M.; Cantarero, A.",JOURNAL OF MATERIALS CHEMISTRY A,JUL 14 2014,2014.0,10.1039/c4ta01012d,132,OTE
Power Factor Enhancement in Solution-Processed Organic n-Type Thermoelectrics Through Molecular Design,"Russ, Boris; Robb, Maxwell J.; Brunetti, Fulvio G.; Miller, P. Levi; Perry, Erin E.; Patel, Shrayesh N.; Ho, Victor; Chang, William B.; Urban, Jeffrey J.; Chabinyc, Michael L.; Hawker, Craig J.; Segalman, Rachel A.",ADVANCED MATERIALS,JUN 4 2014,2014.0,10.1002/adma.201306116,132,OTE
