wl1,a,b,c,d,e,f,h,g,j
3199.327,-3.97E-04,0.4386,0.001783,0.7395,0.6032,-0.001343,0.5039,0.002581,0.3051
3199.809,-9.23E-05,0.439,0.001659,0.7395,0.6033,-0.001242,0.5042,0.002773,0.3054
3200.291,1.94E-04,0.4394,0.001516,0.7396,0.6034,-0.001164,0.5044,0.002949,0.3057
3200.773,4.29E-04,0.4397,0.001381,0.7396,0.6035,-0.001139,0.5046,0.003084,0.3059
3201.255,6.07E-04,0.44,0.001285,0.7397,0.6038,-0.001171,0.5047,0.003173,0.306
3201.737,7.27E-04,0.4402,0.00125,0.7398,0.6041,-0.001262,0.5048,0.003209,0.3061
3202.219,7.86E-04,0.4404,0.001281,0.74,0.6044,-0.001404,0.5048,0.00319,0.3062
3202.701,7.90E-04,0.4405,0.001339,0.7403,0.6047,-0.001576,0.5047,0.003122,0.3062
3203.184,7.22E-04,0.4405,0.001337,0.7404,0.605,-0.001759,0.5047,0.002998,0.3062
3203.666,6.22E-04,0.4405,0.001252,0.7405,0.6052,-0.001936,0.5047,0.002854,0.3061
3204.148,4.73E-04,0.4405,0.001014,0.7405,0.6052,-0.002094,0.5047,0.002683,0.306
3204.63,3.11E-04,0.4404,6.85E-04,0.7403,0.6051,-0.002234,0.5047,0.002508,0.3059
3205.112,1.55E-04,0.4404,3.48E-04,0.7402,0.6049,-0.002341,0.5047,0.002351,0.3058
3205.594,2.53E-05,0.4403,1.11E-04,0.7401,0.6046,-0.002428,0.5048,0.002223,0.3057
3206.076,-6.98E-05,0.4404,8.15E-05,0.7402,0.6045,-0.002496,0.5049,0.002137,0.3057
3206.558,-1.37E-04,0.4404,3.21E-04,0.7406,0.6044,-0.002555,0.505,0.002101,0.3058
3207.041,-2.00E-04,0.4404,7.72E-04,0.7413,0.6045,-0.002619,0.5051,0.002106,0.3059
3207.523,-2.88E-04,0.4404,0.001317,0.742,0.6047,-0.002686,0.5051,0.002144,0.306
3208.005,-4.22E-04,0.4404,0.001779,0.7426,0.605,-0.002734,0.5053,0.002194,0.3061
3208.487,-5.97E-04,0.4403,0.002066,0.7431,0.6053,-0.002733,0.5054,0.002243,0.3062
3208.969,-8.00E-04,0.4402,0.002137,0.7433,0.6058,-0.00264,0.5056,0.002286,0.3063
3209.451,-0.001006,0.4401,0.002046,0.7434,0.6062,-0.002439,0.506,0.002324,0.3064
3209.933,-0.001175,0.4401,0.001869,0.7434,0.6066,-0.002109,0.5065,0.002364,0.3066
3210.415,-0.001284,0.4401,0.001731,0.7435,0.607,-0.001713,0.507,0.002411,0.3067
3210.897,-0.001328,0.4401,0.001685,0.7436,0.6074,-0.001329,0.5076,0.002466,0.3068
3211.38,-0.001295,0.4403,0.001718,0.7438,0.6076,-0.001066,0.508,0.002515,0.3069
3211.862,-0.001213,0.4404,0.001758,0.744,0.6076,-9.60E-04,0.5082,0.002545,0.307
3212.344,-0.001068,0.4407,0.001707,0.7441,0.6076,-0.00109,0.5083,0.002535,0.3071
3212.826,-8.83E-04,0.441,0.001544,0.7442,0.6074,-0.001367,0.5081,0.002494,0.3071
3213.308,-6.53E-04,0.4413,0.001281,0.7441,0.6073,-0.001748,0.5079,0.00243,0.3071
3213.79,-3.90E-04,0.4417,0.001001,0.744,0.6072,-0.002138,0.5077,0.002373,0.3072
3214.272,-1.29E-04,0.442,8.42E-04,0.744,0.6073,-0.002431,0.5075,0.002362,0.3072
3214.754,8.05E-05,0.4424,8.84E-04,0.7442,0.6075,-0.002577,0.5075,0.002417,0.3073
3215.237,1.66E-04,0.4425,0.00113,0.7446,0.6078,-0.002565,0.5077,0.002532,0.3075
3215.719,1.33E-04,0.4426,0.001453,0.7451,0.6082,-0.002473,0.5079,0.002668,0.3078
3216.201,-4.91E-05,0.4425,0.00173,0.7456,0.6086,-0.002346,0.5082,0.002793,0.3079
3216.683,-3.68E-04,0.4423,0.001765,0.7458,0.609,-0.002264,0.5085,0.002852,0.3081
3217.165,-7.36E-04,0.4421,0.001537,0.7457,0.6094,-0.002262,0.5086,0.00284,0.3081
3217.647,-0.001097,0.4418,0.00102,0.7454,0.6097,-0.002363,0.5087,0.002744,0.3081
3218.129,-0.001387,0.4416,3.49E-04,0.7449,0.6098,-0.002542,0.5086,0.002594,0.308
3218.611,-0.001564,0.4415,-3.07E-04,0.7444,0.6099,-0.002753,0.5086,0.002423,0.308
3219.093,-0.001611,0.4416,-7.58E-04,0.7441,0.6099,-0.002933,0.5086,0.002276,0.3079
3219.576,-0.001563,0.4417,-9.09E-04,0.7442,0.6098,-0.003025,0.5086,0.002186,0.3079
3220.058,-0.00147,0.4419,-8.19E-04,0.7444,0.6097,-0.003025,0.5088,0.002153,0.3079
3220.54,-0.001365,0.4422,-4.73E-04,0.745,0.6097,-0.002915,0.509,0.002196,0.308
3221.022,-0.001286,0.4423,-3.15E-05,0.7456,0.6096,-0.002756,0.5093,0.002282,0.3082
3221.504,-0.001265,0.4425,4.82E-04,0.7463,0.6096,-0.002597,0.5097,0.002398,0.3084
3221.986,-0.001294,0.4425,0.001004,0.747,0.6095,-0.002489,0.5099,0.002507,0.3086
3222.468,-0.00137,0.4426,0.001527,0.7477,0.6095,-0.002487,0.5101,0.002578,0.3087
3222.95,-0.001461,0.4426,0.002036,0.7483,0.6095,-0.002562,0.5101,0.002607,0.3088
3223.432,-0.001542,0.4426,0.002462,0.749,0.6096,-0.002705,0.5102,0.00258,0.3089
3223.915,-0.001588,0.4427,0.002737,0.7494,0.6097,-0.002862,0.5102,0.002521,0.3089
3224.397,-0.001598,0.4428,0.002838,0.7497,0.6099,-0.003001,0.5102,0.002451,0.3089
3224.879,-0.001557,0.4429,0.002668,0.7497,0.6102,-0.003091,0.5102,0.002399,0.3089
3225.361,-0.001484,0.4431,0.002311,0.7495,0.6105,-0.003134,0.5103,0.002386,0.309
3225.843,-0.001396,0.4433,0.001879,0.7493,0.6109,-0.003135,0.5105,0.002433,0.3091
3226.325,-0.001309,0.4435,0.00155,0.7491,0.6112,-0.003109,0.5107,0.002531,0.3093
3226.807,-0.00123,0.4436,0.001373,0.7491,0.6115,-0.003065,0.5109,0.002657,0.3095
3227.289,-0.00115,0.4438,0.001432,0.7493,0.6118,-0.00297,0.5111,0.002809,0.3097
3227.772,-0.001056,0.444,0.001672,0.7498,0.6121,-0.002813,0.5114,0.002968,0.3099
3228.254,-9.31E-04,0.4442,0.002054,0.7503,0.6124,-0.002575,0.5118,0.003121,0.3101
3228.736,-7.69E-04,0.4445,0.002492,0.7509,0.6128,-0.002282,0.5123,0.003246,0.3103
3229.218,-5.87E-04,0.4448,0.002902,0.7515,0.6133,-0.002006,0.5127,0.003325,0.3105
3229.7,-4.18E-04,0.4451,0.003245,0.752,0.6138,-0.001819,0.513,0.003348,0.3106
3230.182,-3.24E-04,0.4453,0.003453,0.7524,0.6142,-0.001826,0.5132,0.003292,0.3106
3230.664,-3.50E-04,0.4454,0.00349,0.7526,0.6145,-0.002048,0.5131,0.003164,0.3106
3231.146,-5.49E-04,0.4453,0.003275,0.7526,0.6145,-0.002493,0.5128,0.002969,0.3104
3231.628,-8.82E-04,0.445,0.002851,0.7524,0.6143,-0.003059,0.5124,0.002739,0.3103
3232.111,-0.001372,0.4446,0.002108,0.7518,0.6138,-0.003695,0.5119,0.002483,0.3101
3232.593,-0.00192,0.4442,0.001191,0.7511,0.6132,-0.004298,0.5115,0.002228,0.3099
3233.075,-0.002442,0.4438,1.63E-04,0.7502,0.6126,-0.004756,0.5112,0.002003,0.3098
3233.557,-0.002852,0.4435,-7.91E-04,0.7494,0.6122,-0.005053,0.511,0.001822,0.3097
3234.039,-0.003084,0.4433,-0.001495,0.7489,0.612,-0.005172,0.5111,0.001703,0.3096
3234.521,-0.003131,0.4434,-0.00182,0.7488,0.6122,-0.005149,0.5113,0.001659,0.3097
3235.003,-0.003028,0.4436,-0.001695,0.7491,0.6125,-0.005027,0.5115,0.001693,0.3098
3235.485,-0.002853,0.4439,-0.001179,0.7498,0.6131,-0.00486,0.5119,0.001794,0.3099
3235.968,-0.002663,0.4442,-3.81E-04,0.7507,0.6137,-0.004678,0.5122,0.001944,0.3102
3236.45,-0.002489,0.4445,5.98E-04,0.7519,0.6143,-0.004494,0.5125,0.002132,0.3104
3236.932,-0.002331,0.4447,0.001618,0.7531,0.6149,-0.004291,0.5129,0.002349,0.3107
3237.414,-0.00216,0.445,0.002483,0.7541,0.6155,-0.004052,0.5133,0.002565,0.311
3237.896,-0.001959,0.4453,0.003179,0.755,0.6161,-0.003775,0.5137,0.002771,0.3113
3238.378,-0.001705,0.4457,0.003576,0.7556,0.6166,-0.003439,0.5142,0.00294,0.3115
3238.86,-0.001425,0.446,0.003812,0.756,0.6171,-0.003076,0.5147,0.003079,0.3117
3239.342,-0.001175,0.4464,0.003811,0.7562,0.6174,-0.002729,0.5151,0.003146,0.3119
3239.824,-0.001002,0.4467,0.0037,0.7563,0.6175,-0.002445,0.5155,0.00316,0.312
3240.307,-9.60E-04,0.4468,0.003488,0.7562,0.6174,-0.002278,0.5158,0.003118,0.312
3240.789,-0.001032,0.4469,0.003215,0.7561,0.6173,-0.00222,0.516,0.003046,0.312
3241.271,-0.001225,0.4468,0.002893,0.756,0.6172,-0.002292,0.516,0.002956,0.312
3241.753,-0.001465,0.4466,0.002583,0.7559,0.6172,-0.002418,0.516,0.002876,0.312
3242.235,-0.001699,0.4465,0.002414,0.7559,0.6174,-0.002534,0.516,0.002835,0.312
3242.717,-0.001884,0.4464,0.002418,0.7561,0.6177,-0.002585,0.516,0.00283,0.3121
3243.199,-0.002017,0.4464,0.002635,0.7565,0.6181,-0.002559,0.5161,0.002862,0.3122
3243.681,-0.002136,0.4464,0.002929,0.7569,0.6185,-0.002503,0.5163,0.002904,0.3123
3244.164,-0.002282,0.4463,0.003124,0.7573,0.6188,-0.002498,0.5164,0.002928,0.3124
3244.646,-0.002486,0.4462,0.003025,0.7574,0.6188,-0.002619,0.5164,0.002909,0.3125
3245.128,-0.002749,0.4461,0.002539,0.7571,0.6186,-0.002904,0.5162,0.002837,0.3125
3245.61,-0.003053,0.4459,0.001641,0.7564,0.6183,-0.003361,0.5159,0.002709,0.3124
3246.092,-0.003349,0.4457,4.56E-04,0.7554,0.6177,-0.003935,0.5154,0.002542,0.3123
3246.574,-0.003574,0.4456,-6.97E-04,0.7544,0.6172,-0.004486,0.5149,0.002375,0.3122
3247.056,-0.003711,0.4455,-0.001567,0.7537,0.6168,-0.004903,0.5146,0.002238,0.3122
3247.538,-0.003743,0.4456,-0.001943,0.7535,0.6167,-0.00508,0.5146,0.002157,0.3122
3248.02,-0.003695,0.4458,-0.001814,0.7538,0.6167,-0.005001,0.5147,0.002135,0.3122
3248.503,-0.003564,0.446,-0.001137,0.7547,0.6172,-0.004624,0.5152,0.002185,0.3124
3248.985,-0.003417,0.4463,-3.52E-04,0.7556,0.6178,-0.004172,0.5158,0.002252,0.3125
3249.467,-0.003229,0.4465,4.37E-04,0.7566,0.6186,-0.00371,0.5163,0.00234,0.3127
3249.949,-0.003012,0.4469,0.001096,0.7575,0.6193,-0.003321,0.5168,0.002432,0.3128
3250.431,-0.002727,0.4473,0.001584,0.7581,0.62,-0.003084,0.5172,0.002548,0.313
3250.913,-0.002386,0.4477,0.002009,0.7587,0.6206,-0.00298,0.5174,0.002707,0.3133
3251.395,-0.002022,0.4482,0.002498,0.7594,0.6211,-0.002937,0.5175,0.002912,0.3135
3251.877,-0.001697,0.4486,0.003146,0.7602,0.6214,-0.002908,0.5177,0.003167,0.3139
3252.359,-0.001513,0.4489,0.003921,0.7612,0.6215,-0.002851,0.5178,0.003434,0.3142
3252.842,-0.001511,0.449,0.004669,0.7621,0.6216,-0.002764,0.518,0.003666,0.3145
3253.324,-0.001715,0.4489,0.005176,0.7628,0.6217,-0.002676,0.5182,0.003809,0.3147
3253.806,-0.002058,0.4487,0.005374,0.7632,0.6217,-0.002607,0.5184,0.003862,0.3149
3254.288,-0.002501,0.4483,0.005026,0.763,0.6216,-0.002587,0.5185,0.003769,0.3148
3254.77,-0.002915,0.448,0.004264,0.7624,0.6214,-0.00261,0.5186,0.003571,0.3147
3255.252,-0.003178,0.4479,0.00323,0.7616,0.6212,-0.002662,0.5186,0.003295,0.3145
3255.734,-0.003251,0.4479,0.002208,0.7607,0.6211,-0.002714,0.5187,0.003008,0.3143
3256.216,-0.003128,0.4481,0.001404,0.7601,0.621,-0.002745,0.5188,0.002758,0.3141
3256.699,-0.002871,0.4485,9.30E-04,0.7598,0.621,-0.002738,0.5189,0.002581,0.314
3257.181,-0.002579,0.4489,9.20E-04,0.76,0.6212,-0.002661,0.5191,0.002544,0.3141
3257.663,-0.002351,0.4492,0.001091,0.7604,0.6216,-0.002546,0.5193,0.002581,0.3142
3258.145,-0.002279,0.4494,0.001422,0.7609,0.622,-0.002378,0.5195,0.002714,0.3144
3258.627,-0.002367,0.4494,0.001739,0.7614,0.6225,-0.00219,0.5198,0.00289,0.3146
3259.109,-0.002553,0.4493,0.00198,0.7618,0.623,-0.00201,0.5201,0.003067,0.3149
3259.591,-0.00279,0.4492,0.002116,0.7621,0.6235,-0.001871,0.5204,0.003215,0.3151
3260.073,-0.002995,0.4491,0.002175,0.7624,0.6238,-0.001797,0.5205,0.003316,0.3153
3260.555,-0.003122,0.4491,0.002192,0.7626,0.6239,-0.001795,0.5207,0.003366,0.3154
3261.038,-0.003168,0.4491,0.002189,0.7627,0.6239,-0.001856,0.5207,0.003374,0.3155
3261.52,-0.003146,0.4493,0.00217,0.7629,0.6237,-0.001963,0.5207,0.003349,0.3156
3262.002,-0.003094,0.4494,0.002138,0.7631,0.6234,-0.002072,0.5207,0.003301,0.3156
3262.484,-0.003042,0.4496,0.002106,0.7632,0.6231,-0.002144,0.5207,0.003238,0.3156
3262.966,-0.002986,0.4497,0.002102,0.7634,0.623,-0.002148,0.5208,0.003158,0.3156
3263.448,-0.002917,0.4499,0.002144,0.7636,0.623,-0.002091,0.521,0.003059,0.3156
3263.93,-0.002806,0.4501,0.002286,0.7639,0.6232,-0.001957,0.5212,0.002949,0.3155
3264.412,-0.002653,0.4504,0.002513,0.7643,0.6235,-0.00179,0.5215,0.00285,0.3155
3264.895,-0.002458,0.4507,0.002822,0.7648,0.6239,-0.001611,0.5218,0.002794,0.3155
3265.377,-0.002231,0.451,0.003189,0.7654,0.6243,-0.001444,0.5221,0.002827,0.3156
3265.859,-0.001992,0.4514,0.003579,0.766,0.6248,-0.0013,0.5223,0.002975,0.3159
3266.341,-0.0018,0.4517,0.003911,0.7665,0.6254,-0.001209,0.5225,0.003281,0.3162
3266.823,-0.001679,0.4519,0.004153,0.7669,0.6259,-0.001157,0.5227,0.003655,0.3167
3267.305,-0.001655,0.452,0.004274,0.7672,0.6265,-0.001152,0.5228,0.004037,0.3172
3267.787,-0.001828,0.452,0.004129,0.7672,0.6269,-0.001257,0.5228,0.004289,0.3175
3268.269,-0.002148,0.4517,0.003769,0.7671,0.6272,-0.001458,0.5227,0.004375,0.3176
3268.751,-0.002639,0.4514,0.003114,0.7666,0.6273,-0.001801,0.5224,0.004206,0.3176
3269.234,-0.00325,0.4509,0.002188,0.7659,0.6272,-0.002283,0.5221,0.003766,0.3172
3269.716,-0.003859,0.4504,0.001183,0.765,0.6269,-0.002808,0.5216,0.003207,0.3167
3270.198,-0.004412,0.4499,2.17E-04,0.7643,0.6264,-0.003311,0.5212,0.002629,0.3162
3270.68,-0.004788,0.4496,-4.42E-04,0.7638,0.6259,-0.003633,0.521,0.002184,0.3158
3271.162,-0.004999,0.4495,-7.31E-04,0.7637,0.6256,-0.003736,0.521,0.001937,0.3157
3271.644,-0.005078,0.4496,-6.77E-04,0.7639,0.6254,-0.003632,0.5212,0.001878,0.3157
3272.126,-0.005028,0.4497,-2.92E-04,0.7645,0.6254,-0.003332,0.5216,0.001999,0.3159
3272.608,-0.004905,0.4499,2.44E-04,0.7652,0.6256,-0.00295,0.5221,0.002209,0.3162
3273.091,-0.004743,0.4502,7.67E-04,0.7659,0.6261,-0.002602,0.5226,0.002425,0.3165
3273.573,-0.004566,0.4505,0.001176,0.7665,0.6266,-0.002366,0.5229,0.002597,0.3167
3274.055,-0.004388,0.4508,0.001482,0.767,0.627,-0.002255,0.5231,0.002723,0.3169
3274.537,-0.004211,0.4511,0.001756,0.7675,0.6275,-0.002231,0.5233,0.002831,0.3171
3275.019,-0.004037,0.4513,0.002084,0.768,0.6279,-0.002227,0.5234,0.002954,0.3173
3275.501,-0.003865,0.4516,0.002531,0.7686,0.6282,-0.00217,0.5235,0.003125,0.3175
3275.983,-0.003688,0.4519,0.003063,0.7693,0.6285,-0.002026,0.5238,0.003336,0.3178
3276.465,-0.0035,0.4522,0.003587,0.77,0.6288,-0.001791,0.5241,0.003563,0.3181
3276.947,-0.003305,0.4525,0.003972,0.7706,0.6291,-0.001519,0.5245,0.00376,0.3184
3277.43,-0.003112,0.4528,0.004188,0.771,0.6294,-0.001266,0.5249,0.003907,0.3186
3277.912,-0.002971,0.4531,0.004135,0.7711,0.6296,-0.001125,0.5251,0.003958,0.3187
3278.394,-0.0029,0.4532,0.003921,0.7711,0.6298,-0.001104,0.5252,0.003939,0.3188
3278.876,-0.002932,0.4533,0.003589,0.771,0.63,-0.001216,0.5252,0.003862,0.3188
3279.358,-0.003083,0.4533,0.003191,0.7708,0.6301,-0.001433,0.5251,0.003749,0.3188
3279.84,-0.003304,0.4531,0.002779,0.7705,0.6301,-0.001679,0.525,0.003629,0.3187
3280.322,-0.003562,0.453,0.002363,0.7703,0.6301,-0.001892,0.5249,0.00351,0.3187
3280.804,-0.003795,0.4529,0.001972,0.7701,0.6301,-0.002015,0.5249,0.003394,0.3186
3281.287,-0.00397,0.4528,0.001636,0.7699,0.63,-0.002033,0.5249,0.003278,0.3186
3281.769,-0.004089,0.4528,0.001384,0.7699,0.6299,-0.001962,0.5251,0.003158,0.3186
3282.251,-0.004171,0.4528,0.001249,0.7699,0.6298,-0.001835,0.5254,0.003034,0.3185
3282.733,-0.004255,0.4528,0.001211,0.7701,0.6297,-0.001718,0.5256,0.002915,0.3185
3283.215,-0.004362,0.4528,0.001186,0.7702,0.6296,-0.001657,0.5257,0.002809,0.3184
3283.697,-0.004482,0.4528,0.001114,0.7704,0.6296,-0.001665,0.5258,0.002721,0.3184
3284.179,-0.004561,0.4529,9.23E-04,0.7704,0.6296,-0.001748,0.5259,0.002668,0.3184
3284.661,-0.004591,0.4529,6.42E-04,0.7703,0.6297,-0.001858,0.5259,0.002633,0.3185
3285.143,-0.004503,0.4531,3.04E-04,0.7701,0.63,-0.001955,0.5259,0.002634,0.3186
3285.626,-0.004323,0.4534,3.02E-05,0.77,0.6304,-0.001989,0.5259,0.002666,0.3187
3286.108,-0.004084,0.4538,-4.78E-05,0.7701,0.6309,-0.001915,0.5261,0.002738,0.3188
3286.59,-0.003846,0.4541,2.44E-04,0.7706,0.6316,-0.001678,0.5265,0.002875,0.319
3287.072,-0.00364,0.4544,7.99E-04,0.7713,0.6324,-0.001334,0.5269,0.003059,0.3193
3287.554,-0.003498,0.4547,0.001715,0.7725,0.6332,-8.57E-04,0.5275,0.003314,0.3196
3288.036,-0.003415,0.4549,0.002833,0.7738,0.6339,-3.22E-04,0.5281,0.003608,0.32
3288.518,-0.003393,0.455,0.003978,0.7751,0.6345,1.81E-04,0.5287,0.003893,0.3204
3289,-0.003447,0.455,0.004877,0.7762,0.6349,5.15E-04,0.5292,0.004087,0.3206
3289.482,-0.003585,0.455,0.00537,0.7769,0.635,6.15E-04,0.5294,0.004143,0.3208
3289.965,-0.003827,0.4549,0.005363,0.777,0.635,4.50E-04,0.5293,0.004038,0.3207
3290.447,-0.004175,0.4546,0.00484,0.7767,0.6348,4.40E-05,0.529,0.003787,0.3206
3290.929,-0.004581,0.4543,0.004002,0.7761,0.6345,-4.72E-04,0.5286,0.003473,0.3203
3291.411,-0.004977,0.454,0.002996,0.7752,0.6342,-9.75E-04,0.5282,0.003171,0.3201
3291.893,-0.005273,0.4539,0.002057,0.7745,0.634,-0.00132,0.528,0.002967,0.32
3292.375,-0.005411,0.4538,0.001355,0.774,0.6339,-0.001435,0.528,0.0029,0.32
3292.857,-0.005421,0.4539,8.98E-04,0.7737,0.6339,-0.001373,0.5282,0.00293,0.3201
3293.339,-0.005336,0.4541,6.74E-04,0.7737,0.6339,-0.001197,0.5284,0.003018,0.3202
3293.822,-0.005239,0.4543,6.02E-04,0.7738,0.6338,-0.001046,0.5287,0.00309,0.3204
3294.304,-0.005194,0.4545,5.41E-04,0.7739,0.6337,-0.001006,0.5288,0.003108,0.3205
3294.786,-0.00524,0.4545,4.03E-04,0.774,0.6335,-0.001181,0.5288,0.003038,0.3205
3295.268,-0.005339,0.4545,1.49E-04,0.7739,0.6333,-0.001518,0.5285,0.002919,0.3205
3295.75,-0.005447,0.4545,-2.07E-04,0.7737,0.6331,-0.001947,0.5282,0.002787,0.3204
3296.232,-0.005473,0.4546,-5.81E-04,0.7735,0.6331,-0.002329,0.5279,0.002711,0.3204
3296.714,-0.005415,0.4548,-8.83E-04,0.7734,0.6333,-0.00258,0.5278,0.002698,0.3205
3297.196,-0.005263,0.455,-9.90E-04,0.7735,0.6336,-0.002602,0.5279,0.002766,0.3206
3297.678,-0.005058,0.4554,-7.96E-04,0.7739,0.6341,-0.002361,0.5282,0.002905,0.3208
3298.161,-0.004854,0.4557,-3.62E-04,0.7745,0.6347,-0.001952,0.5287,0.003077,0.3211
3298.643,-0.00469,0.4559,3.58E-04,0.7754,0.6351,-0.001394,0.5294,0.003283,0.3214
3299.125,-0.004573,0.4562,0.001234,0.7765,0.6356,-7.89E-04,0.5301,0.003506,0.3217
3299.607,-0.004497,0.4564,0.002188,0.7776,0.636,-1.95E-04,0.5308,0.003748,0.322
3300.089,-0.004432,0.4565,0.0031,0.7787,0.6365,3.34E-04,0.5315,0.004005,0.3223
3300.571,-0.004358,0.4567,0.003951,0.7798,0.637,8.17E-04,0.532,0.00427,0.3227
3301.053,-0.004273,0.4569,0.004636,0.7807,0.6376,0.0012,0.5325,0.004523,0.323
3301.535,-0.004192,0.4571,0.005124,0.7813,0.6382,0.001473,0.5329,0.004734,0.3233
3302.018,-0.004125,0.4573,0.00544,0.7818,0.6388,0.001649,0.5332,0.004896,0.3235
3302.5,-0.004129,0.4574,0.005383,0.782,0.6391,0.001617,0.5333,0.004923,0.3236
3302.982,-0.004225,0.4574,0.004966,0.7817,0.6391,0.001395,0.5332,0.0048,0.3236
3303.464,-0.004395,0.4573,0.004295,0.7813,0.6389,0.001054,0.5329,0.004562,0.3234
3303.946,-0.004628,0.4572,0.00342,0.7806,0.6385,6.41E-04,0.5326,0.00423,0.3231
3304.428,-0.004904,0.457,0.002422,0.7798,0.638,2.16E-04,0.5323,0.003842,0.3228
3304.91,-0.00521,0.4568,0.001383,0.7789,0.6377,-1.61E-04,0.532,0.003445,0.3225
3305.392,-0.005524,0.4566,4.14E-04,0.7782,0.6375,-4.65E-04,0.5318,0.003095,0.3222
3305.874,-0.005842,0.4564,-4.32E-04,0.7775,0.6375,-7.16E-04,0.5317,0.002813,0.322
3306.357,-0.006165,0.4562,-0.001119,0.777,0.6377,-9.55E-04,0.5316,0.002606,0.3219
3306.839,-0.006489,0.456,-0.001604,0.7767,0.6379,-0.001224,0.5314,0.002474,0.3219
3307.321,-0.006784,0.4558,-0.001818,0.7766,0.6381,-0.00154,0.5312,0.002418,0.3219
3307.803,-0.007027,0.4557,-0.001812,0.7768,0.6383,-0.001873,0.531,0.002414,0.3219
3308.285,-0.007164,0.4556,-0.001563,0.7772,0.6383,-0.002165,0.5308,0.002469,0.3221
3308.767,-0.00715,0.4558,-0.001107,0.7778,0.6384,-0.002341,0.5307,0.002585,0.3223
3309.249,-0.006992,0.456,-5.27E-04,0.7785,0.6384,-0.002374,0.5308,0.00275,0.3225
3309.731,-0.006639,0.4565,1.49E-04,0.7793,0.6387,-0.002165,0.5311,0.002977,0.3228
3310.214,-0.006194,0.457,8.21E-04,0.7802,0.639,-0.001803,0.5316,0.003232,0.3231
3310.696,-0.005714,0.4576,0.001469,0.781,0.6395,-0.001323,0.5322,0.003505,0.3235
3311.178,-0.00527,0.4582,0.002087,0.7817,0.64,-7.89E-04,0.5328,0.003785,0.3239
3311.66,-0.004935,0.4586,0.002692,0.7825,0.6406,-2.69E-04,0.5334,0.004058,0.3242
3312.142,-0.004739,0.4589,0.003302,0.7832,0.6412,1.85E-04,0.534,0.004312,0.3245
3312.624,-0.004734,0.459,0.003899,0.784,0.6417,5.18E-04,0.5344,0.004514,0.3248
3313.106,-0.004863,0.459,0.00446,0.7847,0.6421,7.50E-04,0.5348,0.004657,0.325
3313.588,-0.005133,0.4589,0.004842,0.7852,0.6424,8.56E-04,0.535,0.004694,0.3252
3314.07,-0.005447,0.4586,0.005025,0.7855,0.6426,9.02E-04,0.5351,0.004656,0.3252
3314.553,-0.00576,0.4584,0.004927,0.7856,0.6427,9.03E-04,0.5352,0.004547,0.3252
3315.035,-0.00602,0.4583,0.004547,0.7854,0.6428,8.78E-04,0.5353,0.0044,0.3251
3315.517,-0.006189,0.4582,0.003938,0.7849,0.6429,8.31E-04,0.5354,0.004247,0.325
3315.999,-0.006234,0.4583,0.003219,0.7843,0.6429,7.51E-04,0.5354,0.004126,0.325
3316.481,-0.006209,0.4584,0.002586,0.7838,0.643,6.39E-04,0.5354,0.004048,0.325
3316.963,-0.006162,0.4586,0.00211,0.7835,0.643,5.04E-04,0.5354,0.004001,0.325
3317.445,-0.006137,0.4587,0.00185,0.7834,0.643,3.58E-04,0.5353,0.003976,0.325
3317.927,-0.006171,0.4588,0.001789,0.7835,0.6429,2.29E-04,0.5353,0.003955,0.3251
3318.409,-0.006265,0.4588,0.001831,0.7837,0.6429,1.38E-04,0.5353,0.003924,0.3252
3318.892,-0.006389,0.4588,0.001888,0.7839,0.6428,9.01E-05,0.5354,0.003876,0.3252
3319.374,-0.006478,0.4588,0.00194,0.7841,0.6427,8.82E-05,0.5355,0.003815,0.3252
3319.856,-0.006485,0.4589,0.00201,0.7843,0.6427,1.20E-04,0.5356,0.003753,0.3252
3320.338,-0.00638,0.4591,0.002163,0.7846,0.6429,1.84E-04,0.5358,0.003705,0.3252
3320.82,-0.0061,0.4595,0.002579,0.7852,0.6432,3.21E-04,0.5361,0.00371,0.3253
3321.302,-0.005744,0.4599,0.003183,0.7859,0.6437,5.10E-04,0.5364,0.003756,0.3254
3321.784,-0.005343,0.4603,0.003973,0.7868,0.6444,7.66E-04,0.5367,0.003849,0.3256
3322.266,-0.004979,0.4608,0.004792,0.7878,0.6451,0.001055,0.5371,0.003964,0.3258
3322.749,-0.0047,0.4611,0.005512,0.7887,0.6457,0.001341,0.5375,0.004077,0.326
3323.231,-0.004678,0.4611,0.005701,0.789,0.6461,0.001489,0.5378,0.004127,0.3261
3323.713,-0.004823,0.461,0.005484,0.789,0.6462,0.001508,0.5379,0.00412,0.3262
3324.195,-0.005154,0.4607,0.004766,0.7884,0.646,0.001348,0.5378,0.004045,0.3262
3324.677,-0.00562,0.4603,0.003616,0.7874,0.6454,0.001,0.5376,0.003915,0.3261
3325.159,-0.00608,0.4599,0.002401,0.7863,0.6448,5.89E-04,0.5373,0.003779,0.3261
3325.641,-0.006413,0.4596,0.001429,0.7855,0.6443,2.14E-04,0.537,0.003678,0.3261
3326.123,-0.006568,0.4595,8.68E-04,0.7851,0.644,-5.37E-05,0.5369,0.003624,0.3261
3326.605,-0.006516,0.4596,8.32E-04,0.7852,0.6441,-1.72E-04,0.5369,0.003623,0.3262
3327.088,-0.006324,0.4598,0.001183,0.7857,0.6445,-1.78E-04,0.537,0.003655,0.3263
